Company name,Ticker,Exchange,Sector,Industry,Date--Current fiscal year,Date--Latest Quarterly EPS,EPS Est Q0,EPS Est Q0-High,EPS Est Q0-Low,EPS Est Q0-Last month,EPS Est Q0-3 Months Ago,EPS Est Q0-Number,EPS Est Q0-Revisions up,EPS Est Q0-Revisions down,EPS Est Q0-Std. dev.,EPS Est Q1,EPS Est Q1-High,EPS Est Q1-Low,EPS Est Q1-Last month,EPS Est Q1-3 Months Ago,EPS Est Q1-Number,EPS Est Q1-Revisions up,EPS Est Q1-Revisions down,EPS Est Q1-Std. dev.,EPS Est Y0,EPS Est Y0-High,EPS Est Y0-Low,EPS Est Y0-Last month,EPS Est Y0-3 Months Ago,EPS Est Y0-Number,EPS Est Y0-Revisions up,EPS Est Y0-Revisions down,EPS Est Y0-Std. dev.,EPS Est Y1,EPS Est Y1-High,EPS Est Y1-Low,EPS Est Y1-Last month,EPS Est Y1-3 Months Ago,EPS Est Y1-Number,EPS Est Y1-Revisions up,EPS Est Y1-Revisions down,EPS Est Y1-Std. dev.,EPS Est Y2,EPS Est Y2-High,EPS Est Y2-Low,EPS Est Y2-Last month,EPS Est Y2-3 Months Ago,EPS Est Y2-Number,EPS Est Y2-Revisions up,EPS Est Y2-Revisions down,EPS Est Y2-Std. dev.,EPS Growth Est,EPS Growth Est-High,EPS Growth Est-Low,EPS Growth Est-Last month,EPS Growth Est-Number,EPS Growth Est-Revisions up,EPS Growth Est-Revisions down,EPS Growth Est-Std. dev.,Quarterly Surprise-Date,Quarterly Surprise-EPS,Quarterly Surprise-Difference,Quarterly Surprise-Est,Quarterly Surprise-Percent,Quarterly Surprise-Std. dev.,Quarterly Surprise-SUE Q1,Qtrly Surprise-Prior Qtr-Date,Qtrly Surprise-Prior Qtr-EPS,Qtrly Surprise-Prior Qtr-Difference,Qtrly Surprise-Prior Qtr-Est,Qtrly Surprise-Prior Qtr-Percent,Qtrly Surprise-Prior Qtr-Std. dev.,Qtrly Surprise-Prior Qtr-SUE,,
Viking Energy Group Inc,VKIN,Over the counter,Energy,Oil & Gas - Exploration and Production,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Viking Therapeutics Inc,VKTX,Nasdaq,Healthcare,Biotechnology & Medical Research,12/31/2020,9/30/2020,-0.153,###############################################################################################################################################################################################################################################################,-0.18,-0.153,-0.153,15,0,0,0.015,-0.174,-0.15,-0.19,###############################################################################################################################################################################################################################################################,-0.175,5,0,1,0.018,-0.549,-0.51,-0.58,-0.549,-0.549,15,0,0,0.017,-0.779,-0.64,-0.96,-0.769,-0.769,15,0,1,0.101,-1.016,-0.66,-1.55,-1.015,-1.015,13,0,1,0.251,NA,NA,NA,NA,NA,NA,NA,NA,10/28/2020,-0.13,0.022,-0.152,14.5,0.017,1.3,7/29/2020,###############################################################################################################################################################################################################################################################,0.013,-0.143,9.1,0.013,1,,
Village Bank and Trust Financi,VBFC,Nasdaq,Financials,Banks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
"Village Super Market, Inc.",VLGEA,Nasdaq,Consumer Non-Cyclicals,Food Retail & Distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vince Holding Corp,VNCE,New York,Consumer Cyclicals,Apparel & Accessories,1/31/2021,10/31/2020,-0.35,###############################################################################################################################################################################################################################################################,-0.35,-0.35,-0.77,1,0,0,NA,-1.03,-1.03,-1.03,###############################################################################################################################################################################################################################################################,NA,1,0,0,NA,-3.01,-3.01,-3.01,-3.01,-4.3,1,0,0,NA,-0.77,-0.77,-0.77,-0.77,-2.46,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/21/2020,0.42,0.68,-0.26,261.5,NA,0,9/14/2020,###############################################################################################################################################################################################################################################################,-0.28,-1,-28,NA,0,,
Vincerx Pharma Inc,VINC,Nasdaq,Financials,Investment Holding Companies,12/31/2020,9/30/2020,-0.395,-0.3,-0.49,NA,NA,2,0,0,0.134,-0.515,-0.46,-0.57,NA,NA,2,0,0,0.078,-0.09,-0.09,-0.09,NA,NA,1,0,0,NA,-1.82,-1.37,-2.27,NA,NA,2,0,0,0.636,-1.88,-1.46,-2.3,NA,NA,2,0,0,0.594,NA,NA,NA,NA,NA,NA,NA,NA,12/7/2020,NA,0,NA,NA,NA,0,10/8/2020,NA,0,NA,NA,NA,0,,
Vinci Partners Investments Ltd,VINP,Nasdaq,Financials,Investment Management & Fund Operators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vinco Ventures Inc,BBIG,Nasdaq,Consumer Cyclicals,Toys & Children's Products,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vinings Holdings Inc,NDYN,Over the counter,Financials,Investment Holding Companies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Viomi Technology Co Ltd - ADR,VIOT,Nasdaq,Consumer Cyclicals,"Appliances, Tools & Housewares",12/31/2020,9/30/2020,0.145,1/0/1900,0.145,0.145,0.215,1,0,0,NA,0.119,0.119,0.119,1/0/1900,0.119,1,0,0,NA,0.454,0.49,0.417,0.454,0.502,2,0,0,0.051,0.657,0.66,0.654,0.657,0.702,2,0,0,0.004,0.878,0.878,0.878,0.878,0.878,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/25/2020,0.122,-0.013,0.135,-9.6,0.034,-0.1,8/24/2020,1/0/1900,-0.019,0.107,-17.8,0.026,-0.1,,
Viper Energy Partners LP,VNOM,Nasdaq,Energy,Oil & Gas - Exploration and Production,12/31/2020,9/30/2020,-0.008,1/0/1900,-0.35,-0.006,-0.002,13,5,3,0.119,0.06,0.31,-0.16,1/0/1900,0.025,14,8,1,0.123,0.018,0.54,-1.56,0.011,0.052,13,5,3,0.58,0.285,1.19,-0.7,0.14,0.158,15,10,2,0.479,0.126,1.04,-0.68,0.08,0.179,12,4,4,0.484,-18.682,-18.682,-18.682,-26.864,1,1,0,NA,11/2/2020,-0.003,0.039,-0.042,92.9,0.132,0.3,8/3/2020,###############################################################################################################################################################################################################################################################,0.046,-0.086,53.5,0.177,0.3,,
Vipshop Holdings Ltd - ADR,VIPS,New York,Technology,Online Services,12/31/2020,9/30/2020,0.488,1/0/1900,0.389,0.488,0.488,11,0,1,0.04,0.342,0.379,0.316,1/0/1900,0.342,5,1,0,0.023,1.315,1.396,1.219,1.306,1.302,21,1,1,0.045,1.624,1.837,1.376,1.611,1.609,23,2,0,0.116,1.871,2.122,1.61,1.85,1.848,18,2,0,0.153,2.974,2.974,2.974,2.974,1,0,0,NA,11/13/2020,0.311,0.042,0.269,15.6,0.018,0.4,8/19/2020,1/0/1900,-0.008,0.304,-2.3,0.047,0,,
Vir Biotechnology Inc,VIR,Nasdaq,Healthcare,Biotechnology & Medical Research,12/31/2020,9/30/2020,-0.703,###############################################################################################################################################################################################################################################################,-0.76,-0.705,-0.705,7,0,0,0.037,-0.689,-0.45,-0.81,###############################################################################################################################################################################################################################################################,-0.717,4,0,1,0.162,-2.386,-2.35,-2.43,-2.366,-2.366,7,0,0,0.036,-2.174,-0.05,-3.18,-2.428,-2.428,7,1,1,1.106,-1.453,2.87,-3.6,-2.051,-2.051,5,1,1,2.67,8.5,8.5,8.5,8.5,1,0,0,NA,11/10/2020,-0.67,-0.073,-0.597,-12.2,0.187,-0.4,8/11/2020,###############################################################################################################################################################################################################################################################,0.347,-0.617,56.2,0.096,3.6,,
Virco Mfg. Corporation,VIRC,Nasdaq,Industrials,Business Support Supplies,1/31/2021,10/31/2020,-0.24,###############################################################################################################################################################################################################################################################,-0.24,-0.24,-0.31,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.03,-0.03,-0.03,-0.1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/14/2020,0.28,0,0.28,0,NA,0,9/14/2020,1/0/1900,-0.07,0.3,-23.3,NA,0,,
Virgin Galactic Holdings Inc,SPCE,New York,Industrials,Aerospace & Defense,12/31/2020,9/30/2020,-0.304,###############################################################################################################################################################################################################################################################,-0.34,-0.304,-0.306,9,1,1,0.035,-0.225,-0.153,-0.311,###############################################################################################################################################################################################################################################################,-0.212,5,1,0,0.062,-1.247,-1.22,-1.29,-1.246,-1.246,8,0,1,0.027,-0.671,-0.18,-0.97,-0.671,-0.657,9,2,2,0.294,-0.44,-0.1,-0.97,-0.454,-0.447,8,2,1,0.276,-60.6,-60.6,-60.6,-60.6,1,0,0,NA,11/5/2020,-0.34,-0.076,-0.264,-28.8,0.024,-3.2,8/3/2020,###############################################################################################################################################################################################################################################################,-0.036,-0.264,-13.6,0.031,-1.2,,
Virginia National Bankshares C,VABK,Over the counter,Financials,Banks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Viridian Therapeutics Inc,VRDN,Nasdaq,Healthcare,Biotechnology & Medical Research,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Virios Therapeutics LLC,VIRI,Nasdaq,Healthcare,Biotechnology & Medical Research,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
VirnetX Holding Corporation,VHC,New York,Technology,IT Services & Consulting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Virtra Inc,VTSI,Nasdaq,Industrials,Aerospace & Defense,12/31/2020,9/30/2020,0.045,1/0/1900,0,0.037,0.037,2,0,0,0.064,-0.015,0,-0.03,1/0/1900,0.017,2,0,0,0.021,-0.02,-0.02,-0.02,-0.01,-0.01,1,0,0,NA,0.11,0.14,0.08,0.14,0.14,2,0,0,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,40,40,1,0,0,NA,11/10/2020,0.11,0.133,-0.023,578.3,0.065,2,8/11/2020,###############################################################################################################################################################################################################################################################,0.03,-0.11,27.3,0.061,0.5,,
Virtu Financial Inc,VIRT,Nasdaq,Financials,Financial & Commodity Market Operators & Service Providers,12/31/2020,9/30/2020,0.822,1/0/1900,0.78,0.773,0.762,10,7,0,0.041,0.671,0.87,0.487,1/0/1900,0.606,10,6,0,0.118,5.391,5.48,5.29,5.355,5.344,11,8,0,0.051,2.396,2.801,2.157,2.355,2.355,11,7,1,0.227,2.45,2.955,2.1,2.386,2.385,10,4,3,0.315,NA,NA,NA,NA,NA,NA,NA,NA,11/6/2020,0.81,0.089,0.721,12.3,0.054,1.6,8/7/2020,1/1/1900,0.134,1.596,8.4,0.074,1.8,,
Virtual Interactive Technologi,VRVR,Over the counter,Energy,Uranium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Virtus Investment Partners Inc,VRTS,Nasdaq,Financials,Investment Management & Fund Operators,12/31/2021,12/31/2020,5.508,1/5/1900,5.23,5.242,5.063,4,1,3,0.274,7.015,7.1,6.91,1/6/1900,6.14,4,4,0,0.095,27.81,28.01,27.38,25.008,24.207,4,4,0,0.29,32.495,34.87,30.85,28.427,27.237,4,3,0,1.793,36.47,39.18,33.76,NA,NA,2,0,0,3.833,19.7,34.2,5.2,16.15,2,1,1,20.506,2/2/2021,5.15,0.2,4.95,4,0.041,4.9,10/23/2020,1/4/1900,0.075,4.415,1.7,0.034,2.2,,
Virtusa Corporation,VRTU,Nasdaq,Technology,IT Services & Consulting,3/31/2021,9/30/2020,0.618,1/0/1900,0.6,0.618,0.618,6,0,0,0.015,0.698,0.8,0.66,1/0/1900,0.698,6,0,0,0.053,2.062,2.22,2.02,2.062,2.062,6,0,0,0.078,2.642,3.15,2.19,2.642,2.642,6,0,0,0.329,3.3,3.38,3.22,3.3,3.3,2,0,0,0.113,14,14,14,14,1,0,0,NA,11/3/2020,0.53,-0.002,0.532,-0.4,0.008,-0.3,7/30/2020,1/0/1900,0.06,0.14,42.9,0.028,2.1,,
Visa Inc,V,New York,Technology,Online Services,9/30/2021,12/31/2020,1.268,1/1/1900,1.22,1.345,1.348,31,4,26,0.045,1.336,1.48,1.14,1/1/1900,1.355,31,7,23,0.076,5.498,5.8,5.185,5.45,5.456,37,25,12,0.142,6.877,8.06,6.34,6.842,6.791,36,21,11,0.291,8.155,8.68,7.78,8.104,8.035,17,8,7,0.264,13.845,15.59,12.1,12.025,2,2,0,2.468,1/28/2021,1.42,0.143,1.277,11.2,0.023,6.2,10/28/2020,1/1/1900,0.032,1.088,2.9,0.031,1,,
Vishay Intertechnology Inc,VSH,New York,Technology,Semiconductors,12/31/2020,9/30/2020,0.281,1/0/1900,0.25,0.27,0.266,6,2,0,0.02,0.312,0.32,0.3,1/0/1900,0.293,6,2,0,0.007,0.911,0.945,0.86,0.902,0.901,8,2,0,0.027,1.343,1.455,1.28,1.306,1.289,8,2,0,0.067,1.636,1.648,1.62,1.554,1.554,3,1,0,0.014,1.6,1.6,1.6,2.6,1,0,1,NA,11/3/2020,0.25,0.019,0.231,8.2,0.031,0.6,8/4/2020,1/0/1900,0.107,0.073,146.6,0.013,8.2,,
Vishay Precision Group Inc,VPG,New York,Industrials,Industrial Machinery & Equipment,12/31/2020,9/30/2020,0.433,1/0/1900,0.39,0.433,0.455,3,0,0,0.04,0.33,0.38,0.26,1/0/1900,0.32,3,0,0,0.062,1.31,1.36,1.25,1.31,1.34,3,0,0,0.056,1.557,1.67,1.45,1.557,1.56,3,0,0,0.11,2.07,2.07,2.07,2.07,2.07,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/3/2020,0.4,0.15,0.25,60,0.042,3.6,8/4/2020,1/0/1900,0.175,0.015,NA,0.049,3.6,,
VISION HYDROGEN Corp,HCCCD,Over the counter,Energy,Renewable Energy Equipment & Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Visium Technologies Inc,VISM,Over the counter,Technology,Online Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
"Viskase Companies, Inc.",VKSC,Over the counter,Basic Materials,Non-Paper Containers & Packaging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vislink Technologies Inc,VISL,Nasdaq,Technology,Communications & Networking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vista Gold Corp.,VGZ,American,Basic Materials,Metals & Mining - Gold,12/31/2020,9/30/2020,-0.025,###############################################################################################################################################################################################################################################################,-0.03,-0.025,-0.025,2,0,0,0.007,-0.02,-0.02,-0.02,###############################################################################################################################################################################################################################################################,-0.02,2,0,0,0,-0.013,0.01,-0.05,-0.013,-0.033,3,0,0,0.032,-0.073,-0.07,-0.08,-0.073,-0.07,3,0,0,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/28/2020,0.01,0.03,-0.02,150,NA,0,7/29/2020,###############################################################################################################################################################################################################################################################,0.02,-0.03,66.7,NA,0,,
Vista Outdoor Inc,VSTO,New York,Consumer Cyclicals,Recreational Products,3/31/2021,12/31/2020,0.634,1/0/1900,0.6,0.446,0.431,9,8,0,0.026,0.628,0.76,0.53,1/0/1900,0.493,5,4,0,0.085,3.254,3.37,2.91,2.73,2.712,9,9,0,0.135,2.748,3.4,2.34,2.338,2.3,10,9,0,0.338,2.467,2.74,2.1,2.46,NA,3,3,0,0.33,NA,NA,NA,NA,NA,NA,NA,NA,2/4/2021,1.03,0.382,0.648,59,0.034,11.2,11/5/2020,1/1/1900,0.457,0.643,71.1,0.038,12,,
Vistagen Therapeutics Inc,VTGN,Nasdaq,Healthcare,Biotechnology & Medical Research,3/31/2021,9/30/2020,-0.053,###############################################################################################################################################################################################################################################################,-0.06,-0.057,-0.06,3,1,0,0.006,-0.043,-0.04,-0.05,###############################################################################################################################################################################################################################################################,-0.06,3,1,0,0.006,-0.205,-0.19,-0.22,-0.23,-0.24,2,1,0,0.021,-0.227,-0.19,-0.29,-0.227,-0.25,3,0,0,0.055,-0.277,-0.2,-0.37,-0.25,-0.265,3,0,1,0.086,NA,NA,NA,NA,NA,NA,NA,NA,11/12/2020,-0.05,-0.027,-0.023,-117.4,0.038,-0.7,8/13/2020,###############################################################################################################################################################################################################################################################,0.055,-0.125,44,0.035,1.6,,
Visteon Corp,VC,Nasdaq,Consumer Cyclicals,"Auto, Truck & Motorcycle Parts",12/31/2020,9/30/2020,1.168,1/1/1900,0.93,1.143,1.149,14,6,2,0.121,0.836,1.19,0.3,1/0/1900,0.938,10,3,2,0.235,1.028,1.257,0.78,1,1.002,14,6,1,0.124,4.247,4.76,3.07,4.177,4.321,15,6,3,0.522,6.301,7.05,4.76,6.223,6.367,13,4,3,0.708,33.385,35.9,30.87,34.07,2,0,1,3.557,10/29/2020,1.36,0.863,0.497,173.6,0.188,4.6,7/30/2020,###############################################################################################################################################################################################################################################################,0.683,-2.123,32.2,0.482,1.4,,
Vistra Corp,VST,New York,Utilities,Utilities - Electric,12/31/2020,9/30/2020,0.635,1/1/1900,0.086,0.687,0.529,5,0,2,0.772,0.044,0.23,-0.32,1/0/1900,0.126,4,0,2,0.254,2.122,2.35,1.52,2.165,2.128,6,0,2,0.311,1.923,2.31,1.29,1.919,1.947,9,2,1,0.3,1.671,2.11,0.65,1.668,1.687,6,1,1,0.523,5.096,8.8,1.391,7.045,2,0,1,5.239,11/4/2020,0.91,0.145,0.765,19,0.531,0.3,8/5/2020,1/0/1900,-0.067,0.407,-16.5,0.205,-0.3,,
"Vital Farms, Inc.",VITL,Nasdaq,Consumer Non-Cyclicals,Food Retail & Distribution,12/31/2020,9/30/2020,-0.012,0,-0.02,-0.014,-0.014,5,1,0,0.008,-0.002,0.03,-0.03,0.008,0,4,0,2,0.027,0.227,0.24,0.21,0.227,0.227,6,0,0,0.014,-0.024,0.05,-0.2,0.041,0.034,5,0,2,0.104,0.1,0.24,-0.06,0.135,0.105,4,0,1,0.136,NA,NA,NA,NA,NA,NA,NA,NA,11/10/2020,0.04,0.03,0.01,300,0.016,1.9,9/10/2020,1/0/1900,-0.011,0.171,-6.4,0.09,-0.1,,
Vitalibis Inc,VCBD,Over the counter,Consumer Cyclicals,Casinos & Gaming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vitality Biopharma Inc,VBIO,Over the counter,Healthcare,Biotechnology & Medical Research,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vitana-X Inc,VITX,Over the counter,Consumer Non-Cyclicals,Food Processing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vitaspring Biomedical Co. Ltd,VSBC,Over the counter,Healthcare,Biotechnology & Medical Research,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vitaxel Group Ltd,VXEL,Over the counter,Consumer Cyclicals,Retailers - Department Stores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vitru Ltd,VTRU,Nasdaq,Academic & Educational Services,"School, College & University",12/31/2020,9/30/2020,-0.1,-0.1,-0.1,-0.1,NA,1,0,1,NA,0.65,0.65,0.65,0.65,NA,1,0,1,NA,3.4,3.63,3.24,3.4,NA,3,0,1,0.204,3.8,4.31,3.32,3.8,NA,3,1,0,0.496,5.563,6.24,4.98,5.563,NA,3,0,0,0.635,NA,NA,NA,NA,NA,NA,NA,NA,12/1/2020,0.44,0.225,0.215,104.7,0.12,1.9,9/21/2020,NA,0,NA,NA,NA,0,,
Vivakor inc,VIVK,Over the counter,Healthcare,Biotechnology & Medical Research,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vivendi SE (ADR),VIVHY,Over the counter,Consumer Cyclicals,Entertainment Production,12/31/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.152,1.16,1.143,1.207,1.177,2,0,1,0.012,1.465,1.47,1.459,1.505,1.455,2,0,1,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,4.5,4.5,5.1,1,0,1,NA,2/13/2020,NA,0,NA,NA,NA,0,10/17/2019,NA,0,NA,NA,NA,0,,
